file,size,q,progressive
12092.jpg,36582,82,0
12093.jpg,11685,85,0
12094.jpg,179844,100,0
12095.jpg,10150,85,0
12096.jpg,5737,82,1
12097.jpg,10520,86,1
12098.jpg,13670,95,0
12099.jpg,314321,99,0
121.jpg,128285,99,0
1210.jpg,12002,85,0
12100.jpg,4972,69,1
12101.jpg,125845,0,1
12102.jpg,2736,96,0
12103.jpg,33447,99,0
12104.jpg,21303,85,0
12105.jpg,6108,82,0
12106.jpg,239862,91,1
12107.jpg,3570,92,0
12108.jpg,415440,90,0
12109.jpg,121950,93,1
1211.jpg,18569,85,0
12110.jpg,23566,80,0
12111.jpg,2986,99,0
12112.jpg,73076,99,0
12113.jpg,573275,100,0
12114.jpg,12375,80,1
12115.jpg,33632,90,0
12116.jpg,14106,82,0
12117.jpg,9233,82,0
12118.jpg,29681,90,0
12119.jpg,19737,92,0
1212.jpg,15875,85,0
12120.jpg,18060,99,1
12121.jpg,99786,67,1
12122.jpg,37409,99,1
12123.jpg,34603,85,0
12124.jpg,14804,85,0
12125.jpg,11557,58,1
12126.jpg,16855,58,1
12127.jpg,112699,0,1
12128.jpg,2961,75,1
12129.jpg,11381,63,1
1213.jpg,33088,92,0
12130.jpg,124094,90,0
12131.jpg,655679,99,0
12132.jpg,137542,89,1
12133.jpg,105869,82,1
12134.jpg,43922,82,1
12135.jpg,6534,82,0
12136.jpg,17747,93,0
12137.jpg,197751,96,0
12138.jpg,77576,92,0
12139.jpg,305383,91,0
1214.jpg,10686,85,0
12140.jpg,53927,80,0
12141.jpg,63806,95,1
12142.jpg,30892,94,0
12143.jpg,38662,86,0
12144.jpg,264923,100,0
12145.jpg,20425,100,0
12146.jpg,2228,75,0
12147.jpg,4855,99,0
12148.jpg,1948,82,0
12149.jpg,11594,70,0
1215.jpg,16953,85,0
12150.jpg,668309,90,1
12151.jpg,401,86,0
12152.jpg,83916,99,0
12153.jpg,6972,80,0
12154.jpg,46542,85,0
12155.jpg,52948,94,0
12156.jpg,17074,82,0
12157.jpg,7735,50,1
12158.jpg,4692,80,0
12159.jpg,10712,75,1
1216.jpg,14543,85,0
12160.jpg,338015,90,1
12161.jpg,209765,82,0
12162.jpg,13335,63,1
12163.jpg,7938,82,0
12164.jpg,53214,91,0
12165.jpg,4085,82,0
12166.jpg,29428,80,1
12167.jpg,137171,83,1
12168.jpg,1.39058M,99,0
12169.jpg,10993,80,0
1217.jpg,17566,85,0
12170.jpg,3213,85,0
12171.jpg,4878,93,1
12172.jpg,154880,94,1
12173.jpg,21214,63,1
12174.jpg,170351,85,0
12175.jpg,632003,99,0
12176.jpg,12151,97,0
12177.jpg,149073,94,1
12178.jpg,401063,90,0
12179.jpg,16175,85,0
1218.jpg,13339,85,0
12180.jpg,111378,93,0
12181.jpg,78985,75,0
12182.jpg,16106,80,0
12183.jpg,931,85,0
12184.jpg,106966,70,1
12185.jpg,100993,93,0
12186.jpg,11677,100,1
12187.jpg,2868,85,0
12188.jpg,2703,90,1
12189.jpg,246820,86,0
1219.jpg,12943,85,0
12190.jpg,111721,80,0
12191.jpg,118701,75,0
12192.jpg,9130,97,0
12193.jpg,45975,85,0
12194.jpg,20471,80,1
12195.jpg,3184,75,0
12196.jpg,163696,93,0
12197.jpg,44000,97,0
12198.jpg,20560,82,0
12199.jpg,293477,99,1
122.jpg,26363,99,0
1220.jpg,210964,55,1
12200.jpg,12540,83,0
12201.jpg,147379,99,0
12202.jpg,24232,90,1
12203.jpg,16311,95,1
12204.jpg,80603,0,1
12205.jpg,703278,82,0
12206.jpg,186166,99,0
12207.jpg,106500,85,0
12208.jpg,46363,85,0
12209.jpg,3803,82,0
1221.jpg,19296,85,0
12210.jpg,4152,93,0
12211.jpg,58908,94,1
12212.jpg,79118,92,0
12213.jpg,180878,93,0
12214.jpg,404558,60,1
12215.jpg,26514,82,1
12216.jpg,12276,90,0
12217.jpg,5034,99,1
12218.jpg,98414,94,0
12219.jpg,17802,95,0
1222.jpg,12316,85,0
12220.jpg,29314,82,1
12221.jpg,105026,80,0
12222.jpg,8378,82,0
12223.jpg,29914,82,0
12224.jpg,1731,85,1
12225.jpg,1404,90,0
12226.jpg,194004,99,0
12227.jpg,214320,70,0
12228.jpg,22527,94,1
12229.jpg,34831,88,0
1223.jpg,642037,99,0
12230.jpg,100878,85,0
12231.jpg,43058,99,0
12232.jpg,1270,100,0
12233.jpg,15960,90,0
12234.jpg,73509,85,1
12235.jpg,56710,100,0
12236.jpg,1073230,99,0
12237.jpg,109907,91,0
12238.jpg,499,10,0
12239.jpg,81407,90,0
1224.jpg,33075,75,0
12240.jpg,69413,90,0
12241.jpg,264246,90,0
12242.jpg,2542,82,1
12243.jpg,3768,75,0
12244.jpg,13689,85,0
12245.jpg,16398,100,0
12246.jpg,114515,95,0
12247.jpg,25028,63,1
12248.jpg,67944,90,0
12249.jpg,34797,61,0
1225.jpg,8218,94,0
12250.jpg,186636,80,0
12251.jpg,16095,79,0
12252.jpg,27362,90,1
12253.jpg,5612,92,0
12254.jpg,3524,90,1
12255.jpg,46907,90,0
12256.jpg,113752,97,0
12257.jpg,20699,0,1
12258.jpg,805,55,1
12259.jpg,495960,73,1
1226.jpg,630124,99,1
12260.jpg,42400,100,0
12261.jpg,1731,85,1
12262.jpg,32409,85,1
12263.jpg,20252,75,0
12264.jpg,50325,100,0
12265.jpg,1148,70,1
12266.jpg,441894,90,1
12267.jpg,216929,99,0
12268.jpg,12980,75,1
12269.jpg,51743,86,1
1227.jpg,35816,90,0
12270.jpg,8459,94,0
12271.jpg,105503,90,0
12272.jpg,17630,100,0
12273.jpg,12096,94,0
12274.jpg,2492,100,1
12275.jpg,75991,70,0
12276.jpg,42428,85,0
12277.jpg,7479,90,0
12278.jpg,3916,80,0
12279.jpg,42188,99,0
1228.jpg,14293,99,0
12280.jpg,7920,85,0
12281.jpg,93499,90,0
12282.jpg,3511,90,1
12283.jpg,349799,90,0
12284.jpg,7302,85,0
12285.jpg,18425,93,0
12286.jpg,3504,80,0
12287.jpg,371828,67,1
12288.jpg,132603,99,0
12289.jpg,244462,82,1
1229.jpg,20031,89,0
12290.jpg,93268,86,0
12291.jpg,126759,90,1
12292.jpg,3861,89,0
12293.jpg,5921,75,1
12294.jpg,75622,79,1
12295.jpg,30382,91,0
12296.jpg,64307,93,0
12297.jpg,59952,94,0
12298.jpg,5047,92,0
12299.jpg,371269,85,0
123.jpg,133579,94,1
1230.jpg,204068,94,1
12300.jpg,146591,92,0
12301.jpg,12513,89,0
12302.jpg,11033,82,1
12303.jpg,155126,88,0
12304.jpg,4463,82,0
12305.jpg,6019,85,0
12306.jpg,71200,0,1
12307.jpg,20852,85,0
12308.jpg,24644,82,1
12309.jpg,17614,85,0
1231.jpg,122209,86,0
12310.jpg,23596,82,0
12311.jpg,8497,75,0
12312.jpg,3380,85,0
12313.jpg,1032,95,0
12314.jpg,1524,75,1
12315.jpg,30960,75,0
12316.jpg,16353,86,1
12317.jpg,579127,82,0
12318.jpg,23016,90,0
12319.jpg,88106,92,0
1232.jpg,13419,85,0
12320.jpg,9579,85,0
12321.jpg,1962,85,0
12322.jpg,1959,85,1
12323.jpg,48666,100,0
12324.jpg,128633,90,0
12325.jpg,2339,85,1
12326.jpg,11309,82,0
12327.jpg,85368,99,0
12328.jpg,1959,85,1
12329.jpg,21441,92,0
1233.jpg,2643,85,1
12330.jpg,33854,99,1
12331.jpg,100750,91,0
12332.jpg,6290,63,1
12333.jpg,2613,82,0
12334.jpg,98081,94,0
12335.jpg,63700,88,0
12336.jpg,105993,91,0
12337.jpg,77211,99,0
12338.jpg,290860,100,0
12339.jpg,2741,82,0
1234.jpg,15108,99,1
12340.jpg,953,63,1
12341.jpg,76559,85,0
12342.jpg,5849,86,0
12343.jpg,162468,69,0
12344.jpg,9320,94,0
12345.jpg,89743,99,0
12346.jpg,32685,80,1
12347.jpg,21782,85,0
12348.jpg,103552,88,1
12349.jpg,2592,82,0
1235.jpg,62583,93,0
12350.jpg,22696,75,0
12351.jpg,7165,70,0
12352.jpg,624977,82,0
12353.jpg,79162,82,0
12354.jpg,8530,97,0
12355.jpg,133315,99,0
12356.jpg,21307,90,1
12357.jpg,4258,90,1
12358.jpg,4774,80,0
12359.jpg,88722,100,0
1236.jpg,7292,82,0
12360.jpg,31503,82,0
12361.jpg,10155,99,0
12362.jpg,44564,80,1
12363.jpg,54917,94,0
12364.jpg,59075,85,0
12365.jpg,15959,85,0
12366.jpg,24458,85,0
12367.jpg,38488,93,1
12368.jpg,58799,64,1
12369.jpg,8813,85,0
1237.jpg,19699,86,0
12370.jpg,356533,99,1
12371.jpg,7009,75,1
12372.jpg,124075,82,0
12373.jpg,883,88,1
12374.jpg,356015,94,0
12375.jpg,35362,100,0
12376.jpg,196162,80,0
12377.jpg,18645,85,0
12378.jpg,20232,80,0
12379.jpg,37791,99,0
1238.jpg,5096,98,1
12380.jpg,25999,88,1
12381.jpg,355751,82,0
12382.jpg,168294,55,1
12383.jpg,12766,85,0
12384.jpg,1649,90,0
12385.jpg,434166,91,0
12386.jpg,138512,94,1
12387.jpg,33142,99,1
12388.jpg,35008,85,0
12389.jpg,32174,94,0
1239.jpg,3791,79,0
12390.jpg,17828,82,0
12391.jpg,12326,85,0
12392.jpg,24425,76,0
12393.jpg,14381,80,0
12394.jpg,3.40424M,99,1
12395.jpg,2970,87,0
12396.jpg,6326,100,0
12397.jpg,1530,95,0
12398.jpg,22688,82,0
12399.jpg,14681,83,0
124.jpg,787242,100,0
1240.jpg,183419,90,0
12400.jpg,25998,100,0
12401.jpg,476001,99,1
12402.jpg,43058,50,0
12403.jpg,334124,95,0
12404.jpg,9282,80,1
12405.jpg,47872,91,1
12406.jpg,7502,90,0
12407.jpg,130139,94,0
12408.jpg,109926,82,0
12409.jpg,5435,90,0
1241.jpg,14368,100,0
12410.jpg,67566,99,0
12411.jpg,388,99,0
12412.jpg,5351,85,0
12413.jpg,38325,71,1
12414.jpg,21542,93,1
12415.jpg,426941,90,0
12416.jpg,42840,74,1
12417.jpg,46786,90,1
12418.jpg,6490,80,0
12419.jpg,15136,80,1
1242.jpg,24543,90,0
12420.jpg,52448,99,0
12421.jpg,11026,0,1
12422.jpg,6395,73,1
12423.jpg,411,82,0
12424.jpg,12448,82,0
12425.jpg,9242,90,1
12426.jpg,6350,90,0
12427.jpg,22293,82,0
12428.jpg,43656,80,1
12429.jpg,8478,92,0
1243.jpg,4684,82,0
12430.jpg,13278,80,1
12431.jpg,40102,82,0
12432.jpg,167730,100,0
12433.jpg,137710,90,0
12434.jpg,2810,0,1
12435.jpg,13586,85,1
12436.jpg,35287,92,0
12437.jpg,9922,90,0
12438.jpg,19760,90,0
12439.jpg,12015,90,0
1244.jpg,21961,85,0
12440.jpg,37930,70,0
12441.jpg,42184,94,0
12442.jpg,180810,86,1
12443.jpg,924863,99,1
12444.jpg,78013,99,0
12445.jpg,3365,84,0
12446.jpg,677196,69,0
12447.jpg,56670,82,0
12448.jpg,11283,82,0
12449.jpg,6069,75,0
1245.jpg,1883,85,1
12450.jpg,39386,95,0
12451.jpg,53202,63,1
12452.jpg,2.90905M,99,0
12453.jpg,40884,90,1
12454.jpg,17273,86,0
12455.jpg,84995,90,0
12456.jpg,31042,80,1
12457.jpg,26027,86,0
12458.jpg,78213,84,0
12459.jpg,64004,90,0
1246.jpg,1883,85,1
12460.jpg,188018,82,0
12461.jpg,5705,75,0
12462.jpg,19719,85,0
12463.jpg,96533,90,1
12464.jpg,4040,80,0
12465.jpg,89315,80,0
12466.jpg,9370,88,0
12467.jpg,41976,0,1
12468.jpg,12573,94,0
12469.jpg,83805,94,0
1247.jpg,1136,82,0
12470.jpg,48603,61,0
12471.jpg,42854,90,0
12472.jpg,17117,82,0
12473.jpg,25529,63,1
12474.jpg,7959,72,0
12475.jpg,387063,99,0
12476.jpg,2941,100,1
12477.jpg,38581,90,0
12478.jpg,8815,75,0
12479.jpg,11348,85,0
1248.jpg,362516,96,1
12480.jpg,2836,85,0
12481.jpg,48453,94,0
12482.jpg,5665,86,1
12483.jpg,23807,99,0
12484.jpg,14375,85,1
12485.jpg,148567,82,0
12486.jpg,19236,70,1
12487.jpg,6905,86,0
12488.jpg,428650,100,0
12489.jpg,352836,100,0
1249.jpg,19625,95,0
12490.jpg,31874,100,1
12491.jpg,61298,90,0
12492.jpg,18668,76,0
12493.jpg,31542,60,1
12494.jpg,8951,82,0
12495.jpg,11720,63,1
12496.jpg,24777,75,0
12497.jpg,401147,99,0
12498.jpg,394130,99,0
12499.jpg,51158,75,0
125.jpg,96735,86,1
1250.jpg,3215,85,0
12500.jpg,1860,85,0
12501.jpg,70045,99,0
12502.jpg,26237,94,0
12503.jpg,3378,90,1
12504.jpg,499290,94,0
12505.jpg,72052,82,0
12506.jpg,469,45,0
12507.jpg,1576,63,1
12508.jpg,67092,95,0
12509.jpg,14586,0,1
1251.jpg,30485,84,1
12510.jpg,236981,99,1
12511.jpg,786123,87,0
12512.jpg,38162,86,0
12513.jpg,195741,92,0
12514.jpg,20324,82,0
12515.jpg,15756,82,0
12516.jpg,4790,80,0
12517.jpg,145936,90,1
12518.jpg,3194,90,0
12519.jpg,6157,85,0
1252.jpg,56810,99,0
12520.jpg,33771,85,0
12521.jpg,258053,67,1
12522.jpg,657528,99,0
12523.jpg,42420,80,1
12524.jpg,52327,100,0
12525.jpg,3582,99,0
12526.jpg,3135,80,0
12527.jpg,256612,100,0
12528.jpg,816,90,1
12529.jpg,10594,63,1
1253.jpg,189942,99,0
12530.jpg,10336,82,0
12531.jpg,13748,99,0
12532.jpg,15766,75,0
12533.jpg,40281,75,0
12534.jpg,7186,99,0
12535.jpg,203736,94,0
12536.jpg,77591,73,1
12537.jpg,2693,63,1
12538.jpg,42888,80,1
12539.jpg,95901,94,0
1254.jpg,1692,95,0
12540.jpg,33439,63,1
12541.jpg,82410,82,0
12542.jpg,47632,0,1
12543.jpg,80077,100,0
12544.jpg,14429,55,1
12545.jpg,27230,86,0
12546.jpg,21355,90,1
12547.jpg,47617,90,1
12548.jpg,92882,80,0
12549.jpg,3963,75,0
1255.jpg,73400,80,0
12550.jpg,89338,51,0
12551.jpg,21294,93,0
12552.jpg,6002,90,0
12553.jpg,1116,73,1
12554.jpg,254426,82,0
12555.jpg,129837,79,0
12556.jpg,535164,100,0
12557.jpg,3678,90,0
12558.jpg,22148,56,0
12559.jpg,167761,94,0
1256.jpg,36335,100,0
12560.jpg,57458,90,0
12561.jpg,12451,80,0
12562.jpg,4672,80,1
12563.jpg,177444,75,0
12564.jpg,14011,90,1
12565.jpg,24823,77,0
12566.jpg,417283,99,0
12567.jpg,2436,93,0
12568.jpg,25286,82,0
12569.jpg,50943,99,1
1257.jpg,1657,90,1
12570.jpg,25172,85,1
12571.jpg,41908,100,1
12572.jpg,98973,82,0
12573.jpg,45310,63,1
12574.jpg,43850,95,1
12575.jpg,23767,95,0
12576.jpg,116583,86,0
12577.jpg,45372,97,0
12578.jpg,19365,92,0
12579.jpg,109070,40,1
1258.jpg,55395,90,0
12580.jpg,11729,90,0
12581.jpg,12234,95,0
12582.jpg,54582,0,1
12583.jpg,13581,94,0
12584.jpg,46371,85,1
12585.jpg,6764,75,0
12586.jpg,2504,82,0
12587.jpg,2477,90,1
12588.jpg,31864,85,0
12589.jpg,33577,99,1
1259.jpg,88249,90,1
12590.jpg,43181,92,0
12591.jpg,9972,90,0
12592.jpg,95490,0,1
12593.jpg,1185,82,0
12594.jpg,23446,86,0
12595.jpg,9316,80,0
12596.jpg,20097,99,0
12597.jpg,186495,100,1
12598.jpg,1.0304M,99,1
12599.jpg,17929,82,0
126.jpg,23766,59,0
1260.jpg,123185,94,0
12600.jpg,44010,82,0
12601.jpg,1591,80,1
12602.jpg,17096,86,0
12603.jpg,702933,80,0
12604.jpg,10585,82,0
12605.jpg,24295,85,0
12606.jpg,36309,93,0
12607.jpg,36296,89,1
12608.jpg,676,85,1
12609.jpg,78892,82,0
1261.jpg,45981,86,0
12610.jpg,5793,75,0
12611.jpg,269799,99,0
12612.jpg,3138,85,0
12613.jpg,42547,90,1
12614.jpg,258230,99,1
12615.jpg,11866,99,0
12616.jpg,6155,90,0
12617.jpg,19012,63,1
12618.jpg,187562,63,1
12619.jpg,142707,82,0
1262.jpg,6654,90,0
12620.jpg,78133,0,1
12621.jpg,308564,91,0
12622.jpg,136382,72,1
12623.jpg,11035,91,0
12624.jpg,30668,82,0
12625.jpg,1760,55,1
12626.jpg,16214,86,1
12627.jpg,6027,90,1
12628.jpg,17103,94,1
12629.jpg,3284,93,0
1263.jpg,9656,90,0
12630.jpg,16076,99,1
12631.jpg,204448,99,1
12632.jpg,464779,99,1
12633.jpg,1731,85,1
12634.jpg,69773,69,0
12635.jpg,79454,85,1
12636.jpg,10743,69,0
12637.jpg,26123,82,0
12638.jpg,333336,94,0
12639.jpg,164084,90,0
1264.jpg,100797,86,0
12640.jpg,12271,85,0
12641.jpg,773004,94,0
12642.jpg,595274,99,0
12643.jpg,56908,70,0
12644.jpg,625689,82,0
12645.jpg,9488,90,0
12646.jpg,22692,92,0
12647.jpg,14519,75,0
12648.jpg,32432,85,0
12649.jpg,153203,80,0
1265.jpg,66698,86,0
12650.jpg,22344,75,0
12651.jpg,113126,93,0
12652.jpg,100143,95,0
12653.jpg,65907,92,0
12654.jpg,230258,99,0
12655.jpg,12776,85,0
12656.jpg,6145,100,0
12657.jpg,22859,95,0
12658.jpg,52766,94,0
12659.jpg,8487,82,0
1266.jpg,108537,73,1
12660.jpg,24925,95,1
12661.jpg,44697,79,0
12662.jpg,12666,92,1
12663.jpg,56388,90,0
12664.jpg,5572,85,0
12665.jpg,12926,82,0
12666.jpg,11169,75,0
12667.jpg,50698,70,0
12668.jpg,44173,82,0
12669.jpg,10153,0,1
1267.jpg,33976,63,1
12670.jpg,2537,100,1
12671.jpg,8147,50,0
12672.jpg,40136,0,1
12673.jpg,174540,63,1
12674.jpg,18367,86,0
12675.jpg,11219,90,0
12676.jpg,134444,100,0
12677.jpg,6958,80,0
12678.jpg,20278,80,0
12679.jpg,4787,80,0
1268.jpg,15398,97,0
12680.jpg,287876,80,0
12681.jpg,6311,82,0
12682.jpg,28834,82,1
12683.jpg,97709,82,1
12684.jpg,5244,79,0
12685.jpg,87323,94,0
12686.jpg,399227,99,0
12687.jpg,6722,73,1
12688.jpg,5599,70,1
12689.jpg,157156,86,0
1269.jpg,51728,79,0
12690.jpg,13890,92,1
12691.jpg,5289,99,0
12692.jpg,239938,94,0
12693.jpg,23415,92,1
12694.jpg,26943,82,0
12695.jpg,138169,88,0
12696.jpg,91771,80,0
12697.jpg,35188,90,0
12698.jpg,26573,90,0
12699.jpg,40614,81,0
127.jpg,26988,82,0
1270.jpg,232649,100,0
12700.jpg,10908,85,0
12701.jpg,453031,97,0
12702.jpg,111706,100,0
12703.jpg,14278,82,1
12704.jpg,397499,99,0
12705.jpg,29372,82,1
12706.jpg,1017,86,1
12707.jpg,1429,75,0
12708.jpg,113050,91,1
12709.jpg,17677,90,1
1271.jpg,566191,94,0
12710.jpg,258682,80,0
12711.jpg,128548,99,0
12712.jpg,118989,82,1
12713.jpg,48058,0,1
12714.jpg,144367,90,0
12715.jpg,262855,90,1
12716.jpg,160837,94,0
12717.jpg,1188,80,1
12718.jpg,311675,88,0
12719.jpg,8110,75,0
1272.jpg,69300,83,1
12720.jpg,88626,99,0
12721.jpg,70293,86,1
12722.jpg,5680,90,1
12723.jpg,10412,85,0
12724.jpg,17050,82,1
12725.jpg,43307,85,1
12726.jpg,144826,100,0
12727.jpg,3461,80,0
12728.jpg,1855,63,1
12729.jpg,371,45,0
1273.jpg,28579,75,0
12730.jpg,1.16704M,99,0
12731.jpg,38209,90,1
12732.jpg,9179,100,1
12733.jpg,16596,90,1
12734.jpg,24505,85,1
12735.jpg,6374,95,0
12736.jpg,33298,88,1
12737.jpg,209069,85,1
12738.jpg,10289,50,1
12739.jpg,31765,88,1
1274.jpg,4801,86,0
12740.jpg,11889,63,1
12741.jpg,965484,99,0
12742.jpg,36236,86,0
12743.jpg,47397,0,1
12744.jpg,19665,82,0
12745.jpg,27788,70,1
12746.jpg,40837,77,0
12747.jpg,52042,90,0
12748.jpg,93601,94,0
12749.jpg,42623,94,0
1275.jpg,9601,82,0
12750.jpg,184892,90,0
12751.jpg,36797,63,1
12752.jpg,191282,99,0
12753.jpg,88511,82,0
12754.jpg,29321,90,1
12755.jpg,23447,94,0
12756.jpg,471838,99,1
12757.jpg,63357,82,0
12758.jpg,70024,63,1
12759.jpg,1507260,90,0
1276.jpg,182083,86,0
12760.jpg,358,95,1
12761.jpg,20962,82,0
12762.jpg,2241,63,1
12763.jpg,73142,0,1
12764.jpg,4290,50,0
12765.jpg,76319,82,0
12766.jpg,719,82,0
12767.jpg,57991,85,0
12768.jpg,20466,50,0
12769.jpg,74364,100,0
1277.jpg,27063,100,1
12770.jpg,679535,100,0
12771.jpg,92248,82,0
12772.jpg,9253,85,0
12773.jpg,151104,93,0
12774.jpg,6943,80,0
12775.jpg,64904,0,1
12776.jpg,101708,82,0
12777.jpg,74754,99,0
12778.jpg,3543,95,0
12779.jpg,2540,82,0
1278.jpg,3203,99,0
12780.jpg,99824,92,0
12781.jpg,115853,90,0
12782.jpg,33316,76,0
12783.jpg,72047,85,0
12784.jpg,329,45,0
12785.jpg,84784,86,0
12786.jpg,7617,75,0
12787.jpg,14101,82,1
12788.jpg,15037,70,0
12789.jpg,139871,75,0
1279.jpg,44620,100,0
12790.jpg,17699,0,1
12791.jpg,28205,76,0
12792.jpg,78652,92,0
12793.jpg,27951,100,0
12794.jpg,480511,82,0
12795.jpg,541539,85,0
12796.jpg,217137,94,0
12797.jpg,10560,90,1
12798.jpg,14733,82,0
12799.jpg,62719,69,0
128.jpg,24851,100,1
1280.jpg,4474,99,0
12800.jpg,13508,82,0
12801.jpg,4476,85,0
12802.jpg,79339,90,1
12803.jpg,64310,82,0
12804.jpg,12065,82,0
12805.jpg,23712,82,0
12806.jpg,18056,63,1
12807.jpg,1203,82,0
12808.jpg,125530,80,0
12809.jpg,780567,99,0
1281.jpg,6763,80,0
12810.jpg,17565,82,1
12811.jpg,9483,100,0
12812.jpg,13214,85,0
12813.jpg,6665,86,0
12814.jpg,10795,82,0
12815.jpg,6886,80,1
12816.jpg,9930,50,0
12817.jpg,8709,80,0
12818.jpg,19668,82,0
12819.jpg,3464,90,0
1282.jpg,103858,50,1
12820.jpg,38145,86,0
12821.jpg,77575,75,1
12822.jpg,605415,86,0
12823.jpg,15889,85,0
12824.jpg,67289,95,0
12825.jpg,19193,63,1
12826.jpg,239133,90,1
12827.jpg,9874,90,0
12828.jpg,6463,63,1
12829.jpg,534686,58,1
1283.jpg,13397,75,0
12830.jpg,9667,80,0
12831.jpg,82669,99,0
12832.jpg,266198,79,0
12833.jpg,10127,85,0
12834.jpg,305068,86,1
12835.jpg,35487,85,0
12836.jpg,22859,75,0
12837.jpg,10902,90,0
12838.jpg,45088,82,0
12839.jpg,61499,63,1
1284.jpg,3969,83,0
12840.jpg,3784,63,1
12841.jpg,18365,90,0
12842.jpg,387881,94,1
12843.jpg,7325,82,0
12844.jpg,261870,99,0
12845.jpg,29020,94,1
12846.jpg,37665,99,1
12847.jpg,32237,70,0
12848.jpg,17410,74,0
12849.jpg,28285,80,0
1285.jpg,30316,86,0
12850.jpg,59233,75,0
12851.jpg,42394,63,1
12852.jpg,25600,86,0
12853.jpg,23165,85,1
12854.jpg,38528,94,0
12855.jpg,328541,97,0
12856.jpg,130358,100,0
12857.jpg,20353,100,0
12858.jpg,1731,85,1
12859.jpg,11927,82,0
1286.jpg,168399,98,0
12860.jpg,397785,80,0
12861.jpg,68284,85,0
12862.jpg,737,0,1
12863.jpg,12724,80,1
12864.jpg,36925,90,1
12865.jpg,127537,100,0
12866.jpg,5300,82,0
12867.jpg,124525,85,0
12868.jpg,1422730,99,0
12869.jpg,228883,99,1
1287.jpg,46452,69,0
12870.jpg,10903,87,0
12871.jpg,19337,90,0
12872.jpg,54069,80,0
12873.jpg,1470,63,1
12874.jpg,6769,100,0
12875.jpg,14214,85,0
12876.jpg,375241,86,0
12877.jpg,262860,99,0
12878.jpg,7748,75,0
12879.jpg,14863,82,0
1288.jpg,10242,79,0
12880.jpg,11192,100,0
12881.jpg,24700,90,0
12882.jpg,26438,86,0
12883.jpg,597570,82,0
12884.jpg,27299,63,1
12885.jpg,23715,82,0
12886.jpg,115986,90,1
12887.jpg,8257,75,0
12888.jpg,764,63,0
12889.jpg,12753,90,0
1289.jpg,36590,82,0
12890.jpg,261315,0,1
12891.jpg,132568,80,0
12892.jpg,9813,90,0
12893.jpg,351688,82,0
12894.jpg,11184,76,1
12895.jpg,69411,82,1
12896.jpg,646712,82,0
12897.jpg,46415,90,0
12898.jpg,2155,90,0
12899.jpg,2614,85,0
129.jpg,191427,99,0
1290.jpg,101471,80,0
12900.jpg,16154,82,0
12901.jpg,99746,90,1
12902.jpg,20807,69,0
12903.jpg,65293,92,0
12904.jpg,261461,94,0
12905.jpg,201400,99,0
12906.jpg,23306,88,0
12907.jpg,439955,85,0
12908.jpg,6276,82,0
12909.jpg,21426,91,1
1291.jpg,9377,70,1
12910.jpg,102376,75,0
12911.jpg,10528,82,0
12912.jpg,48726,90,1
12913.jpg,634,90,0
12914.jpg,55131,99,1
12915.jpg,68228,86,0
12916.jpg,126945,84,0
12917.jpg,802531,90,0
12918.jpg,108808,97,0
12919.jpg,1724,85,0
1292.jpg,89175,84,1
12920.jpg,6093,75,0
12921.jpg,1690,80,1
12922.jpg,18491,97,1
12923.jpg,33174,86,0
12924.jpg,217856,82,1
12925.jpg,36160,63,1
12926.jpg,15389,71,1
12927.jpg,30142,94,1
12928.jpg,174467,94,0
12929.jpg,60006,90,0
1293.jpg,15257,94,0
12930.jpg,20393,90,0
12931.jpg,4214,90,1
12932.jpg,283897,99,1
12933.jpg,11560,94,1
12934.jpg,9577,88,1
12935.jpg,15140,90,0
12936.jpg,20753,80,0
12937.jpg,21517,82,0
12938.jpg,543061,84,0
12939.jpg,235008,86,0
1294.jpg,30671,88,1
12940.jpg,7715,90,1
12941.jpg,73183,94,1
12942.jpg,31621,70,0
12943.jpg,15230,99,0
12944.jpg,953,63,1
12945.jpg,43988,63,1
12946.jpg,40230,85,0
12947.jpg,83918,100,0
12948.jpg,25419,72,0
12949.jpg,118861,85,0
1295.jpg,63504,90,1
12950.jpg,120831,90,1
12951.jpg,2.45681M,99,0
12952.jpg,18631,85,0
12953.jpg,19211,94,0
12954.jpg,13443,85,0
12955.jpg,321181,94,0
12956.jpg,64988,99,0
12957.jpg,77629,99,0
12958.jpg,83521,80,1
12959.jpg,4780,92,1
1296.jpg,132639,91,0
12960.jpg,73125,93,0
12961.jpg,18734,86,0
12962.jpg,63490,99,0
12963.jpg,241644,63,0
12964.jpg,68151,99,0
12965.jpg,2187,85,1
12966.jpg,100273,85,0
12967.jpg,12312,91,0
12968.jpg,301773,99,0
12969.jpg,26159,50,0
1297.jpg,128710,86,1
12970.jpg,72940,75,0
12971.jpg,188244,86,0
12972.jpg,182733,75,0
12973.jpg,50944,100,1
12974.jpg,452425,82,0
12975.jpg,22243,72,1
12976.jpg,31221,85,0
12977.jpg,37536,90,1
12978.jpg,33394,85,0
12979.jpg,16956,75,0
1298.jpg,64121,82,0
12980.jpg,147959,92,0
12981.jpg,30244,75,0
12982.jpg,20553,85,0
12983.jpg,141171,55,0
12984.jpg,722655,100,0
12985.jpg,31120,90,1
12986.jpg,5328,94,0
12987.jpg,18658,82,0
12988.jpg,67742,80,0
12989.jpg,87534,82,0
1299.jpg,72933,94,0
12990.jpg,290833,99,1
12991.jpg,359783,94,0
