file,size,q,progressive
12675.jpg,9932,90,1
12676.jpg,117156,100,1
12677.jpg,5772,80,1
12678.jpg,19992,80,1
12679.jpg,4346,80,1
1268.jpg,2434,97,1
12680.jpg,278251,80,1
12681.jpg,6022,82,1
12682.jpg,28619,82,1
12683.jpg,97050,82,1
12684.jpg,4872,79,1
12685.jpg,80678,94,1
12686.jpg,376298,99,1
12687.jpg,6683,73,1
12688.jpg,5228,70,1
12689.jpg,152368,86,1
1269.jpg,2326,79,1
12690.jpg,4353,92,1
12691.jpg,5168,99,1
12692.jpg,168961,94,1
12693.jpg,22663,92,1
12694.jpg,15799,82,1
12695.jpg,134273,88,1
12696.jpg,87420,80,1
12697.jpg,31609,90,1
12698.jpg,24271,90,1
12699.jpg,14164,81,1
127.jpg,25308,82,1
1270.jpg,202751,100,1
12700.jpg,10182,85,1
12701.jpg,412570,97,1
12702.jpg,82183,100,1
12703.jpg,14019,82,1
12704.jpg,333238,99,1
12705.jpg,28333,82,1
12706.jpg,829,86,1
12707.jpg,1139,75,1
12708.jpg,47764,91,1
12709.jpg,17577,90,1
1271.jpg,540987,94,1
12710.jpg,244474,80,1
12711.jpg,119663,99,1
12712.jpg,118024,82,1
12713.jpg,48058,0,1
12714.jpg,117936,90,1
12715.jpg,261295,90,1
12716.jpg,152528,94,1
12717.jpg,1000,80,1
12718.jpg,293620,88,1
12719.jpg,7575,75,1
1272.jpg,69292,83,1
12720.jpg,49190,99,1
12721.jpg,62868,86,1
12722.jpg,5210,90,1
12723.jpg,9737,85,1
12724.jpg,16553,82,1
12725.jpg,42148,85,1
12726.jpg,136159,100,1
12727.jpg,3114,80,1
12728.jpg,1813,63,1
12729.jpg,371,45,0
1273.jpg,21617,75,1
12730.jpg,1.0416M,99,1
12731.jpg,37669,90,1
12732.jpg,8919,100,1
12733.jpg,16084,90,1
12734.jpg,24279,85,1
12735.jpg,5479,95,1
12736.jpg,33290,88,1
12737.jpg,208525,85,1
12738.jpg,10249,50,1
12739.jpg,31693,88,1
1274.jpg,3956,86,1
12740.jpg,11267,63,1
12741.jpg,882210,99,1
12742.jpg,33939,86,1
12743.jpg,47397,0,1
12744.jpg,19080,82,1
12745.jpg,27433,70,1
12746.jpg,35638,77,1
12747.jpg,46490,90,1
12748.jpg,67969,94,1
12749.jpg,31798,94,1
1275.jpg,9028,82,1
12750.jpg,175171,90,1
12751.jpg,36175,63,1
12752.jpg,177536,99,1
12753.jpg,84759,82,1
12754.jpg,29056,90,1
12755.jpg,21560,94,1
12756.jpg,461254,99,1
12757.jpg,59468,82,1
12758.jpg,70024,63,1
12759.jpg,1339980,90,1
1276.jpg,175730,86,1
12760.jpg,350,95,1
12761.jpg,20560,82,1
12762.jpg,1619,63,1
12763.jpg,73142,0,1
12764.jpg,3997,50,1
12765.jpg,73397,82,1
12766.jpg,719,82,0
12767.jpg,52134,85,1
12768.jpg,19946,50,1
12769.jpg,64130,100,1
1277.jpg,26881,100,1
12770.jpg,649302,100,1
12771.jpg,87691,82,1
12772.jpg,7724,85,1
12773.jpg,142533,93,1
12774.jpg,6490,80,1
12775.jpg,64904,0,1
12776.jpg,61088,82,1
12777.jpg,55333,99,1
12778.jpg,2547,95,1
12779.jpg,2540,82,0
1278.jpg,2298,99,1
12780.jpg,93873,92,1
12781.jpg,114306,90,1
12782.jpg,32514,76,1
12783.jpg,66986,85,1
12784.jpg,329,45,0
12785.jpg,82763,86,1
12786.jpg,7060,75,1
12787.jpg,13984,82,1
12788.jpg,14199,70,1
12789.jpg,116728,75,1
1279.jpg,36384,100,1
12790.jpg,14557,0,1
12791.jpg,26576,76,1
12792.jpg,74689,92,1
12793.jpg,24001,100,1
12794.jpg,441889,82,1
12795.jpg,524419,85,1
12796.jpg,209034,94,1
12797.jpg,10431,90,1
12798.jpg,13353,82,1
12799.jpg,61110,69,1
128.jpg,24711,100,1
1280.jpg,3641,99,1
12800.jpg,12578,82,1
12801.jpg,3800,85,1
12802.jpg,60414,90,1
12803.jpg,59083,82,1
12804.jpg,11309,82,1
12805.jpg,22550,82,1
12806.jpg,17434,63,1
12807.jpg,837,82,1
12808.jpg,120683,80,1
12809.jpg,567267,99,1
1281.jpg,6684,80,1
12810.jpg,17414,82,1
12811.jpg,8255,100,1
12812.jpg,13040,85,1
12813.jpg,5637,86,1
12814.jpg,9854,82,1
12815.jpg,6628,80,1
12816.jpg,7742,50,1
12817.jpg,8585,80,1
12818.jpg,18835,82,1
12819.jpg,3042,90,1
1282.jpg,103858,50,1
12820.jpg,35023,86,1
12821.jpg,76834,75,1
12822.jpg,581598,86,1
12823.jpg,15638,85,1
12824.jpg,62777,95,1
12825.jpg,19083,63,1
12826.jpg,239133,90,1
12827.jpg,8663,90,1
12828.jpg,5841,63,1
12829.jpg,534686,58,1
1283.jpg,12522,75,1
12830.jpg,6601,80,1
12831.jpg,57934,99,1
12832.jpg,245382,79,1
12833.jpg,10127,85,0
12834.jpg,302212,86,1
12835.jpg,32215,85,1
12836.jpg,22032,75,1
12837.jpg,10660,90,1
12838.jpg,3634,82,1
12839.jpg,60877,63,1
1284.jpg,3962,83,1
12840.jpg,3162,63,1
12841.jpg,16792,90,1
12842.jpg,366040,94,1
12843.jpg,6505,82,1
12844.jpg,245344,99,1
12845.jpg,27836,94,1
12846.jpg,24622,99,1
12847.jpg,29960,70,1
12848.jpg,15519,74,1
12849.jpg,26789,80,1
1285.jpg,27670,86,1
12850.jpg,57294,75,1
12851.jpg,41772,63,1
12852.jpg,22972,86,1
12853.jpg,22941,85,1
12854.jpg,36168,94,1
12855.jpg,310283,97,1
12856.jpg,110917,100,1
12857.jpg,18152,100,1
12858.jpg,846,85,1
12859.jpg,11187,82,1
1286.jpg,145658,98,1
12860.jpg,384604,80,1
12861.jpg,60403,85,1
12862.jpg,737,0,1
12863.jpg,12431,80,1
12864.jpg,36348,90,1
12865.jpg,108263,100,1
12866.jpg,5266,82,1
12867.jpg,107910,85,1
12868.jpg,1.27034M,99,1
12869.jpg,200285,99,1
1287.jpg,44896,69,1
12870.jpg,10579,87,1
12871.jpg,18031,90,1
12872.jpg,48954,80,1
12873.jpg,848,63,1
12874.jpg,5878,100,1
12875.jpg,12757,85,1
12876.jpg,355633,86,1
12877.jpg,244849,99,1
12878.jpg,7075,75,1
12879.jpg,14078,82,1
1288.jpg,10242,79,0
12880.jpg,9578,100,1
12881.jpg,22940,90,1
12882.jpg,24271,86,1
12883.jpg,523070,82,1
12884.jpg,26677,63,1
12885.jpg,11640,82,1
12886.jpg,113674,90,1
12887.jpg,7831,75,1
12888.jpg,764,63,0
12889.jpg,11855,90,1
1289.jpg,35212,82,1
12890.jpg,261315,0,1
12891.jpg,127934,80,1
12892.jpg,9498,90,1
12893.jpg,337457,82,1
12894.jpg,11153,76,1
12895.jpg,69052,82,1
12896.jpg,613649,82,1
12897.jpg,43855,90,1
12898.jpg,1676,90,1
12899.jpg,2614,85,0
129.jpg,185296,99,1
1290.jpg,99140,80,1
12900.jpg,3191,82,1
12901.jpg,99685,90,1
12902.jpg,19777,69,1
12903.jpg,60796,92,1
12904.jpg,233940,94,1
12905.jpg,156287,99,1
12906.jpg,22298,88,1
12907.jpg,402889,85,1
12908.jpg,6219,82,1
12909.jpg,15929,91,1
1291.jpg,9250,70,1
12910.jpg,86412,75,1
12911.jpg,7114,82,1
12912.jpg,48257,90,1
12913.jpg,634,90,0
12914.jpg,51849,99,1
12915.jpg,64773,86,1
12916.jpg,123574,84,1
12917.jpg,723688,90,1
12918.jpg,104336,97,1
12919.jpg,1389,85,1
1292.jpg,89167,84,1
12920.jpg,5325,75,1
12921.jpg,1426,80,1
12922.jpg,4641,97,1
12923.jpg,20780,86,1
12924.jpg,215913,82,1
12925.jpg,35538,63,1
12926.jpg,15389,71,1
12927.jpg,30075,94,1
12928.jpg,160084,94,1
12929.jpg,30073,90,1
1293.jpg,12855,94,1
12930.jpg,18175,90,1
12931.jpg,3622,90,1
12932.jpg,246146,99,1
12933.jpg,10732,94,1
12934.jpg,9442,88,1
12935.jpg,13472,90,1
12936.jpg,20473,80,1
12937.jpg,20721,82,1
12938.jpg,517004,84,1
12939.jpg,222996,86,1
1294.jpg,30502,88,1
12940.jpg,7412,90,1
12941.jpg,69242,94,1
12942.jpg,30358,70,1
12943.jpg,13906,99,1
12944.jpg,331,63,1
12945.jpg,43366,63,1
12946.jpg,38650,85,1
12947.jpg,70671,100,1
12948.jpg,21162,72,1
12949.jpg,105903,85,1
1295.jpg,62830,90,1
12950.jpg,119148,90,1
12951.jpg,2.14909M,99,1
12952.jpg,17973,85,1
12953.jpg,17997,94,1
12954.jpg,13277,85,1
12955.jpg,298325,94,1
12956.jpg,50399,99,1
12957.jpg,48694,99,1
12958.jpg,82420,80,1
12959.jpg,4744,92,1
1296.jpg,126342,91,1
12960.jpg,67851,93,1
12961.jpg,17320,86,1
12962.jpg,34867,99,1
12963.jpg,230623,63,1
12964.jpg,63641,99,1
12965.jpg,1304,85,1
12966.jpg,79783,85,1
12967.jpg,10873,91,1
12968.jpg,250223,99,1
12969.jpg,12271,50,1
1297.jpg,124035,86,1
12970.jpg,69786,75,1
12971.jpg,177845,86,1
12972.jpg,175073,75,1
12973.jpg,50944,100,1
12974.jpg,397879,82,1
12975.jpg,21713,72,1
12976.jpg,29104,85,1
12977.jpg,37300,90,1
12978.jpg,32465,85,1
12979.jpg,15905,75,1
1298.jpg,61138,82,1
12980.jpg,139270,92,1
12981.jpg,28714,75,1
12982.jpg,20368,85,1
12983.jpg,130558,55,1
12984.jpg,605748,100,1
12985.jpg,29839,90,1
12986.jpg,4307,94,1
12987.jpg,10492,82,1
12988.jpg,53699,80,1
12989.jpg,85146,82,1
1299.jpg,46285,94,1
12990.jpg,255774,99,1
12991.jpg,317585,94,1
12992.jpg,8512,90,1
12993.jpg,1115,80,1
12994.jpg,163357,95,1
12995.jpg,246221,74,1
12996.jpg,12088,85,1
12997.jpg,37547,87,1
12998.jpg,8619,85,1
12999.jpg,9046,99,1
13.jpg,96194,100,1
130.jpg,25380,85,1
1300.jpg,60921,82,1
13000.jpg,481225,94,1
13001.jpg,67721,71,1
13002.jpg,182404,57,1
13003.jpg,366496,99,1
13004.jpg,13192,85,1
13005.jpg,33445,82,1
13006.jpg,83355,87,1
13007.jpg,146875,82,1
13008.jpg,74744,63,1
13009.jpg,10786,82,1
1301.jpg,1547,80,1
13010.jpg,7153,85,1
13011.jpg,37883,90,1
13012.jpg,3368,85,1
13013.jpg,2657,75,1
13014.jpg,616,94,0
13015.jpg,42916,0,1
13016.jpg,279606,88,1
13017.jpg,123707,92,1
13018.jpg,6840,73,1
13019.jpg,9360,92,1
1302.jpg,12256,85,1
13020.jpg,16876,94,1
13021.jpg,406681,94,1
13022.jpg,108140,80,1
13023.jpg,139841,99,1
13024.jpg,92524,82,1
13025.jpg,15247,94,1
13026.jpg,25890,82,1
13027.jpg,16818,80,1
13028.jpg,2639,90,1
13029.jpg,2911,90,1
1303.jpg,290861,99,1
13030.jpg,56372,75,1
13031.jpg,18442,75,1
13032.jpg,8448,90,1
13033.jpg,17397,82,1
13034.jpg,56491,82,1
13035.jpg,7168,82,1
13036.jpg,370,89,1
13037.jpg,73867,82,1
13038.jpg,3839,90,1
13039.jpg,156670,82,1
1304.jpg,5580,75,1
13040.jpg,5251,86,1
13041.jpg,181686,100,1
13042.jpg,64939,90,1
13043.jpg,25875,89,1
13044.jpg,4432,86,1
13045.jpg,7118,82,1
13046.jpg,27381,100,1
13047.jpg,189076,91,1
13048.jpg,9867,85,1
13049.jpg,96513,73,1
1305.jpg,138178,94,1
13050.jpg,20251,50,1
13051.jpg,59393,93,1
13052.jpg,72969,98,1
13053.jpg,71899,93,1
13054.jpg,115848,99,1
13055.jpg,148399,95,1
13056.jpg,37364,70,1
13057.jpg,184570,82,1
13058.jpg,37148,82,1
13059.jpg,86309,92,1
1306.jpg,20865,90,1
13060.jpg,12042,58,1
13061.jpg,5858,82,1
13062.jpg,3350,86,1
13063.jpg,2072,70,1
13064.jpg,3541,75,1
13065.jpg,1543,83,0
13066.jpg,27180,90,1
13067.jpg,85833,99,1
13068.jpg,72610,70,1
13069.jpg,106631,99,1
1307.jpg,230002,99,1
13070.jpg,12219,82,1
13071.jpg,106313,90,1
13072.jpg,771801,86,1
13073.jpg,268748,95,1
13074.jpg,221242,94,1
13075.jpg,97813,90,1
13076.jpg,32098,100,1
13077.jpg,5099,82,1
13078.jpg,2426,75,1
13079.jpg,34697,89,1
1308.jpg,1107,60,1
13080.jpg,212309,90,1
13081.jpg,7682,82,1
13082.jpg,2850,80,1
13083.jpg,44252,82,1
13084.jpg,8583,80,1
13085.jpg,11631,90,1
13086.jpg,5868,100,1
13087.jpg,106707,99,1
13088.jpg,28266,99,1
13089.jpg,9035,77,1
1309.jpg,1911,90,1
13090.jpg,55662,93,1
13091.jpg,8101,85,1
13092.jpg,27960,75,1
13093.jpg,5403,82,1
13094.jpg,11020,82,1
13095.jpg,92752,80,1
13096.jpg,9317,92,1
13097.jpg,56358,90,1
13098.jpg,16411,90,1
13099.jpg,1058,75,1
131.jpg,52670,92,1
1310.jpg,191792,63,1
13100.jpg,9625,82,1
13101.jpg,8022,90,1
13102.jpg,14870,82,1
13103.jpg,89904,99,1
13104.jpg,27334,86,1
13105.jpg,7214,89,1
13106.jpg,111560,89,1
13107.jpg,91881,86,1
13108.jpg,23981,100,1
13109.jpg,457,94,1
1311.jpg,20138,63,1
13110.jpg,13525,82,1
13111.jpg,202416,99,1
13112.jpg,9940,86,1
13113.jpg,49812,90,1
13114.jpg,1577,94,1
13115.jpg,79212,99,1
13116.jpg,263949,82,1
13117.jpg,25968,82,1
13118.jpg,5993,85,1
13119.jpg,409319,99,1
1312.jpg,128959,90,1
13120.jpg,204203,100,1
13121.jpg,158384,82,1
13122.jpg,19159,80,1
13123.jpg,7189,63,1
13124.jpg,5083,90,1
13125.jpg,4025,81,1
13126.jpg,12868,90,1
13127.jpg,4432,79,1
13128.jpg,27451,100,1
13129.jpg,15697,75,1
1313.jpg,222628,61,1
13130.jpg,26065,63,1
13131.jpg,2597,90,1
13132.jpg,111635,69,1
13133.jpg,18774,53,1
13134.jpg,16886,89,1
13135.jpg,269216,82,1
13136.jpg,164128,92,1
13137.jpg,163202,86,1
13138.jpg,749,92,1
13139.jpg,53967,69,1
1314.jpg,37698,90,1
13140.jpg,33527,100,1
13141.jpg,24630,99,1
13142.jpg,147390,100,1
13143.jpg,28458,86,1
13144.jpg,31832,82,1
13145.jpg,211521,63,1
13146.jpg,7863,86,1
13147.jpg,18731,82,1
13148.jpg,30448,82,1
13149.jpg,27241,82,1
1315.jpg,1208,91,1
13150.jpg,5382,82,1
13151.jpg,24379,94,1
13152.jpg,90259,92,1
13153.jpg,100022,82,1
13154.jpg,150497,82,1
13155.jpg,28087,85,1
13156.jpg,11008,63,1
13157.jpg,99136,92,1
13158.jpg,154711,94,1
13159.jpg,30876,79,1
1316.jpg,70413,91,1
13160.jpg,8710,89,1
13161.jpg,37986,86,1
13162.jpg,37441,100,1
13163.jpg,14247,79,1
13164.jpg,91641,94,1
13165.jpg,17952,94,1
13166.jpg,24525,82,1
13167.jpg,4544,92,1
13168.jpg,10330,79,1
13169.jpg,121324,99,1
1317.jpg,2685,97,1
13170.jpg,55348,82,1
13171.jpg,38624,82,1
13172.jpg,98771,65,1
13173.jpg,54597,60,1
13174.jpg,6041,82,1
13175.jpg,19817,85,1
13176.jpg,77342,80,1
13177.jpg,86802,92,1
13178.jpg,7781,99,1
13179.jpg,150195,99,1
1318.jpg,17564,91,1
13180.jpg,27019,90,1
13181.jpg,357322,99,1
13182.jpg,4.32903M,96,1
13183.jpg,64688,92,1
13184.jpg,16006,86,1
13185.jpg,320804,99,1
13186.jpg,13724,94,1
13187.jpg,7021,85,1
13188.jpg,85934,92,1
13189.jpg,142985,99,1
1319.jpg,112386,80,1
13190.jpg,2656,94,1
13191.jpg,489727,99,1
13192.jpg,2742,82,1
13193.jpg,938028,90,1
13194.jpg,47779,0,1
13195.jpg,110773,99,1
13196.jpg,12179,58,1
13197.jpg,16482,80,1
13198.jpg,65739,92,1
13199.jpg,49071,87,1
132.jpg,15506,100,1
1320.jpg,138598,86,1
13200.jpg,16720,79,1
13201.jpg,12279,93,1
13202.jpg,5191,92,1
13203.jpg,1792,86,1
13204.jpg,98896,86,1
13205.jpg,16281,80,1
13206.jpg,2062,90,1
13207.jpg,89274,92,1
13208.jpg,1.51065M,99,1
13209.jpg,1782,0,1
1321.jpg,16897,63,1
13210.jpg,13100,90,1
13211.jpg,192229,99,1
13212.jpg,16828,93,1
13213.jpg,16846,85,1
13214.jpg,4365,82,1
13215.jpg,26777,80,1
13216.jpg,108226,71,1
13217.jpg,3275,70,1
13218.jpg,76925,99,1
13219.jpg,157597,99,1
1322.jpg,2186,82,1
13220.jpg,48441,80,1
13221.jpg,2139,95,1
13222.jpg,222180,92,1
13223.jpg,16554,75,1
13224.jpg,24656,95,1
13225.jpg,156421,92,1
13226.jpg,3143,84,1
13227.jpg,34460,100,1
13228.jpg,6495,90,1
13229.jpg,9381,75,1
1323.jpg,895,85,1
13230.jpg,50702,94,1
13231.jpg,2867,50,1
13232.jpg,19459,82,1
13233.jpg,3488,86,1
13234.jpg,5302,63,1
13235.jpg,7126,94,1
13236.jpg,7288,80,1
13237.jpg,15387,82,1
13238.jpg,169829,100,1
13239.jpg,136571,82,1
1324.jpg,32117,85,1
13240.jpg,47315,99,1
13241.jpg,87617,100,1
13242.jpg,236261,82,1
13243.jpg,69843,90,1
13244.jpg,217880,99,1
13245.jpg,3414,95,1
13246.jpg,232808,85,1
13247.jpg,4918,75,1
13248.jpg,3001,90,1
13249.jpg,4225,87,1
1325.jpg,49641,99,1
13250.jpg,144324,68,1
13251.jpg,303607,91,1
13252.jpg,25752,82,1
13253.jpg,144916,82,1
13254.jpg,706,85,1
13255.jpg,972180,99,1
13256.jpg,15766,90,1
13257.jpg,4.17243M,99,1
13258.jpg,172826,67,1
13259.jpg,3318,82,1
1326.jpg,394966,100,1
13260.jpg,70385,95,1
13261.jpg,227814,100,1
13262.jpg,59090,92,1
13263.jpg,65491,86,1
13264.jpg,6701,99,1
13265.jpg,3259,90,1
13266.jpg,3577,88,1
13267.jpg,21929,80,1
13268.jpg,25865,82,1
13269.jpg,716,82,1
1327.jpg,10351,85,1
13270.jpg,15181,100,1
13271.jpg,15247,80,1
13272.jpg,28815,82,1
13273.jpg,7623,85,1
13274.jpg,16231,80,1
13275.jpg,979,20,1
13276.jpg,42446,82,1
13277.jpg,7951,95,1
13278.jpg,23022,93,1
13279.jpg,5114,80,1
1328.jpg,37888,85,1
13280.jpg,32285,82,1
13281.jpg,3856,72,1
13282.jpg,10416,80,1
13283.jpg,36249,92,1
13284.jpg,18840,85,1
13285.jpg,443955,100,1
13286.jpg,46488,87,1
13287.jpg,12803,100,1
13288.jpg,779941,85,1
13289.jpg,71489,97,1
1329.jpg,17307,80,1
13290.jpg,8679,63,1
13291.jpg,79445,92,1
13292.jpg,10030,87,1
13293.jpg,322949,94,1
13294.jpg,135571,100,1
13295.jpg,179722,99,1
13296.jpg,4197,69,1
13297.jpg,89968,94,1
13298.jpg,148856,86,1
13299.jpg,445314,100,1
133.jpg,28189,72,1
1330.jpg,9819,85,1
13300.jpg,7416,80,1
13301.jpg,235869,85,1
13302.jpg,1135,85,1
13303.jpg,20866,90,1
13304.jpg,105494,90,1
13305.jpg,27659,94,1
13306.jpg,8494,82,1
13307.jpg,402531,97,1
13308.jpg,9657,48,1
13309.jpg,33074,85,1
1331.jpg,987376,100,1
13310.jpg,6853,69,1
13311.jpg,29335,85,1
13312.jpg,33871,75,1
13313.jpg,230195,82,1
13314.jpg,9660,69,1
13315.jpg,190216,100,1
13316.jpg,4082,75,1
13317.jpg,15161,93,1
13318.jpg,161418,100,1
13319.jpg,95180,51,1
1332.jpg,7483,63,1
13320.jpg,287189,70,1
13321.jpg,29080,94,1
13322.jpg,71330,100,1
13323.jpg,1.40576M,94,1
13324.jpg,14859,90,1
13325.jpg,5387,82,1
13326.jpg,102276,85,1
13327.jpg,14509,96,1
13328.jpg,1782,90,1
13329.jpg,88022,75,1
1333.jpg,36166,94,1
13330.jpg,37669,82,1
13331.jpg,216406,50,1
13332.jpg,662247,82,1
13333.jpg,6608,82,1
13334.jpg,4888,96,1
13335.jpg,2224,90,1
13336.jpg,83545,99,1
13337.jpg,242866,99,1
13338.jpg,9764,90,1
13339.jpg,127025,70,1
1334.jpg,3427,80,1
13340.jpg,26789,82,1
13341.jpg,76228,55,1
13342.jpg,41573,92,1
13343.jpg,325968,90,1
13344.jpg,11573,80,1
13345.jpg,17540,80,1
13346.jpg,44096,96,1
13347.jpg,2194,92,1
13348.jpg,31858,82,1
13349.jpg,17244,86,1
1335.jpg,11584,75,1
13350.jpg,9346,85,1
13351.jpg,686517,99,1
13352.jpg,40256,63,1
13353.jpg,10197,82,1
13354.jpg,64333,82,1
13355.jpg,43799,74,1
13356.jpg,12079,85,1
13357.jpg,4464,80,1
13358.jpg,65824,83,1
13359.jpg,9632,91,1
1336.jpg,144998,85,1
13360.jpg,30029,90,1
13361.jpg,41115,93,1
13362.jpg,42440,82,1
13363.jpg,13791,80,1
13364.jpg,439069,73,1
13365.jpg,6536,99,1
13366.jpg,126780,93,1
13367.jpg,406733,91,1
13368.jpg,28169,82,1
13369.jpg,8646,86,0
1337.jpg,33589,92,1
13370.jpg,2816,69,1
13371.jpg,15679,90,1
13372.jpg,3891,82,0
13373.jpg,13058,75,1
13374.jpg,7066,99,1
13375.jpg,31028,80,1
13376.jpg,7163,80,1
13377.jpg,10736,85,1
13378.jpg,76091,80,1
13379.jpg,7780,82,1
1338.jpg,5674,82,1
13380.jpg,14980,90,1
13381.jpg,12746,75,1
13382.jpg,34723,86,1
13383.jpg,13168,80,1
13384.jpg,3745,95,1
13385.jpg,38590,94,1
13386.jpg,1145,85,1
13387.jpg,46537,99,1
13388.jpg,45500,79,1
13389.jpg,1828,63,1
1339.jpg,29725,80,1
13390.jpg,640912,86,1
13391.jpg,6780,94,1
13392.jpg,3860,90,1
13393.jpg,62430,94,1
13394.jpg,2332,68,1
13395.jpg,11679,90,1
13396.jpg,219681,68,1
13397.jpg,160928,72,1
13398.jpg,36602,80,1
13399.jpg,343,94,1
134.jpg,26896,99,1
1340.jpg,11717,100,1
13400.jpg,91226,63,1
13401.jpg,31999,88,1
13402.jpg,1274,72,1
13403.jpg,118876,100,1
13404.jpg,15399,90,1
13405.jpg,9398,90,1
13406.jpg,140107,99,1
13407.jpg,5126,80,1
13408.jpg,29080,60,1
13409.jpg,1.11827M,99,1
1341.jpg,30994,94,1
13410.jpg,666895,100,1
13411.jpg,546,68,1
13412.jpg,74795,63,1
13413.jpg,42374,63,1
13414.jpg,16342,92,1
13415.jpg,1687,82,0
13416.jpg,12772,82,1
13417.jpg,13400,90,1
13418.jpg,7399,60,1
13419.jpg,29130,78,1
1342.jpg,100339,93,1
13420.jpg,607469,87,1
13421.jpg,1265,85,1
13422.jpg,23506,85,1
13423.jpg,14528,85,1
13424.jpg,68489,77,1
13425.jpg,19273,82,1
13426.jpg,41261,69,1
13427.jpg,81247,75,1
13428.jpg,37547,82,1
13429.jpg,19029,85,1
1343.jpg,3152,93,0
13430.jpg,58595,82,1
13431.jpg,85549,91,1
13432.jpg,25146,100,1
13433.jpg,96398,76,1
13434.jpg,17820,82,1
13435.jpg,1.56781M,99,1
13436.jpg,78612,90,1
13437.jpg,3485,83,0
13438.jpg,92671,82,1
13439.jpg,13186,99,1
1344.jpg,15721,100,1
13440.jpg,15933,89,1
13441.jpg,11271,82,1
13442.jpg,50450,82,1
13443.jpg,110671,90,1
13444.jpg,50351,82,1
13445.jpg,1420,63,1
13446.jpg,835157,85,1
13447.jpg,94237,99,1
13448.jpg,237307,62,1
13449.jpg,277753,81,1
1345.jpg,352026,99,1
13450.jpg,2234,82,1
13451.jpg,151261,99,1
13452.jpg,58722,99,1
13453.jpg,75431,95,1
13454.jpg,2251,80,1
13455.jpg,52966,80,1
13456.jpg,51355,82,1
13457.jpg,103397,93,1
13458.jpg,13311,90,1
13459.jpg,79013,82,1
1346.jpg,7376,82,1
13460.jpg,88012,0,1
13461.jpg,178680,78,1
13462.jpg,44505,100,1
13463.jpg,65395,82,1
13464.jpg,56363,82,1
13465.jpg,4457,90,1
13466.jpg,71526,100,1
13467.jpg,10596,86,1
13468.jpg,46295,100,1
13469.jpg,184557,80,1
1347.jpg,112178,82,1
13470.jpg,51743,94,1
13471.jpg,12142,92,1
13472.jpg,1969,88,1
13473.jpg,19822,83,1
13474.jpg,680325,99,1
13475.jpg,2771,82,1
13476.jpg,44519,94,1
13477.jpg,111442,92,1
13478.jpg,126685,63,1
13479.jpg,20546,70,1
1348.jpg,33581,91,1
13480.jpg,131953,73,1
13481.jpg,8835,82,1
13482.jpg,12347,85,1
13483.jpg,173888,82,1
13484.jpg,28336,75,1
13485.jpg,6903,95,0
13486.jpg,105325,100,1
13487.jpg,38406,90,1
13488.jpg,17737,86,1
13489.jpg,24555,93,1
1349.jpg,3741,99,0
13490.jpg,19419,94,1
13491.jpg,13424,94,1
13492.jpg,11009,90,1
13493.jpg,133386,0,1
13494.jpg,51397,0,1
13495.jpg,27404,85,1
13496.jpg,23472,82,1
13497.jpg,15980,94,1
13498.jpg,9987,97,1
13499.jpg,546316,95,1
135.jpg,13941,85,1
1350.jpg,28604,90,1
13500.jpg,140418,85,1
13501.jpg,7925,69,1
13502.jpg,12697,95,1
13503.jpg,27948,94,1
13504.jpg,3428,85,1
13505.jpg,34734,85,1
13506.jpg,75413,94,1
13507.jpg,233870,94,1
13508.jpg,43422,82,1
13509.jpg,1716,82,0
1351.jpg,3578,92,1
13510.jpg,87866,50,1
13511.jpg,70110,100,1
13512.jpg,45740,88,1
13513.jpg,12041,82,1
13514.jpg,25323,79,1
13515.jpg,80173,99,1
13516.jpg,398236,99,1
13517.jpg,44848,100,1
13518.jpg,7851,75,1
13519.jpg,34100,99,1
1352.jpg,334311,99,1
13520.jpg,38653,69,1
13521.jpg,2455,75,1
13522.jpg,170650,90,1
13523.jpg,10832,93,1
13524.jpg,23589,90,1
13525.jpg,482701,80,1
13526.jpg,2725,80,1
13527.jpg,115623,87,1
13528.jpg,13696,99,1
13529.jpg,44177,80,1
1353.jpg,8999,82,1
13530.jpg,150440,86,1
13531.jpg,6903,94,1
13532.jpg,13199,85,1
13533.jpg,177156,86,1
13534.jpg,8378,65,1
13535.jpg,28814,70,1
13536.jpg,2461,94,1
13537.jpg,217755,99,1
13538.jpg,6354,100,1
13539.jpg,110855,82,1
1354.jpg,150340,99,1
13540.jpg,12258,63,1
13541.jpg,130152,90,1
13542.jpg,6173,90,1
13543.jpg,8749,80,1
13544.jpg,84095,100,1
13545.jpg,46448,80,1
13546.jpg,126458,90,1
13547.jpg,19702,82,1
13548.jpg,14819,82,1
13549.jpg,17135,80,1
1355.jpg,128841,84,1
13550.jpg,129210,82,1
13551.jpg,5203,75,1
13552.jpg,108363,82,1
13553.jpg,1610,85,1
13554.jpg,75991,82,1
13555.jpg,22400,100,1
13556.jpg,22321,100,1
13557.jpg,11622,99,1
13558.jpg,4019,94,1
13559.jpg,5540,80,1
1356.jpg,16299,85,1
13560.jpg,46346,80,1
13561.jpg,340,87,1
13562.jpg,5624,82,1
13563.jpg,79726,75,1
13564.jpg,57197,90,1
13565.jpg,34766,82,1
13566.jpg,1738,85,0
13567.jpg,339822,85,1
13568.jpg,5343,80,1
13569.jpg,136767,99,1
1357.jpg,4097,100,1
13570.jpg,2547,82,0
13571.jpg,5581,92,1
13572.jpg,67761,86,1
13573.jpg,108978,99,1
